Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
235,Marketing,Male,32,Analyst,03:05.6,8,Master,4,5600,36,12,9,11,75,12,91,2,2.65,FALSE
236,HR,Female,39,Technician,03:05.6,1,Master,5,5250,57,3,28,5,0,17,29,2,4.33,FALSE
237,Marketing,Other,44,Technician,03:05.6,7,Bachelor,1,3850,53,30,3,11,25,15,33,2,3.51,FALSE
238,Sales,Male,28,Engineer,03:05.6,2,High School,4,8400,38,9,23,7,75,12,37,0,1.96,FALSE
239,Operations,Female,42,Consultant,03:05.6,8,High School,4,7700,53,17,18,1,50,16,55,1,4.65,FALSE
240,Finance,Female,27,Manager,03:05.6,1,High School,4,8400,56,27,19,4,75,8,90,2,1.53,FALSE
241,HR,Male,60,Developer,03:05.6,1,High School,3,6500,54,12,9,11,0,11,32,0,2.18,TRUE
242,Engineering,Male,42,Manager,03:05.6,1,Master,1,6600,41,10,24,4,50,2,8,2,4.72,FALSE
243,Finance,Male,33,Developer,03:05.6,6,High School,2,6000,39,38,28,9,25,1,33,2,3.42,FALSE
244,IT,Female,47,Analyst,03:05.6,2,Bachelor,2,4800,38,44,4,3,50,11,31,2,1.04,FALSE
245,HR,Female,45,Manager,03:05.6,4,Bachelor,5,9000,48,9,7,1,100,3,65,1,4.79,FALSE
246,IT,Female,32,Specialist,03:05.6,2,Bachelor,4,6300,55,46,26,11,0,9,87,2,4.82,FALSE
247,Marketing,Female,24,Technician,03:05.6,7,Bachelor,4,4900,30,33,20,3,25,15,18,0,1.46,FALSE
248,HR,Female,43,Analyst,03:05.6,3,Bachelor,2,4800,57,36,5,4,100,19,37,1,4.81,FALSE
249,Legal,Male,32,Consultant,03:05.6,2,High School,3,7150,35,43,15,10,25,5,75,0,1.49,FALSE
250,Customer Support,Male,35,Technician,03:05.6,1,High School,3,4550,51,28,4,9,50,3,84,1,2.03,FALSE
